TARGET	AGENT	COMP1	COMP2	COMP3	NONSE1	NONSE2	NONSE3	NONSE4	NONSE5	COMPnum	NONSEnum	ITEM	SCENE	ORDER	SUBJECT	COND	ACCURACY	TARGET_early	AGENT_early	COMP1_early	COMP2_early	COMP3_early	NONSE1_early	NONSE2_early	NONSE3_early	NONSE4_early	NONSE5_early
1731	1175	NaN	NaN	997	NaN	NaN	NaN	NaN	NaN	3	1	67	3	23	15	2	1	NaN	7	NaN	NaN	NaN	393	NaN	NaN	NaN	NaN
NaN	1371	1666	1050	2437	NaN	NaN	NaN	NaN	NaN	3	1	36	20	24	15	0	1	NaN	7	NaN	979	NaN	525	NaN	NaN	NaN	NaN
NaN	NaN	1301	1496	1997	2766	NaN	NaN	NaN	NaN	3	1	47	31	25	15	0	1	NaN	7	1252	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1952	1054	1790	2340	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	26	15	2	1	NaN	7	701	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1370	2671	2503	NaN	1549	3172	3459	NaN	NaN	2	3	37	21	27	15	0	1	NaN	403	NaN	NaN	NaN	205	NaN	NaN	NaN	NaN
NaN	371	1057	NaN	NaN	2595	2377	NaN	1427	NaN	1	4	45	29	28	15	0	1	NaN	318	7	NaN	NaN	NaN	NaN	NaN	173	NaN
NaN	1260	NaN	NaN	NaN	NaN	928	2505	1845	NaN	0	4	39	23	29	15	0	1	NaN	NaN	NaN	NaN	NaN	376	879	NaN	NaN	NaN
1449	2451	1099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	30	15	2	1	7	NaN	353	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1332	345	1107	NaN	3729	NaN	NaN	NaN	NaN	NaN	3	0	11	11	31	15	1	1	NaN	171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1846	NaN	1296	1205	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	32	15	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1699	1972	2192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	1	16	2	1	674	324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1672	682	NaN	1142	1971	NaN	NaN	NaN	NaN	NaN	3	1	74	10	2	16	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1265	NaN	NaN	NaN	NaN	NaN	3217	1819	NaN	0	4	35	19	3	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1901	1185	NaN	NaN	1566	2389	NaN	NaN	NaN	NaN	3	1	1	1	4	16	1	1	357	1141	NaN	746	982	NaN	NaN	NaN	NaN	NaN
NaN	525	1576	2954	3637	3465	4590	NaN	NaN	NaN	3	2	44	28	5	16	0	1	NaN	345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2132	NaN	NaN	NaN	1029	NaN	1506	NaN	NaN	0	4	39	23	6	16	0	1	NaN	NaN	NaN	NaN	NaN	820	515	NaN	NaN	NaN
NaN	461	1075	NaN	NaN	3326	3034	NaN	NaN	NaN	1	3	33	17	7	16	0	1	NaN	256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1611	1849	NaN	NaN	1026	NaN	NaN	NaN	NaN	NaN	3	0	73	9	8	16	2	1	726	7	NaN	NaN	977	NaN	NaN	NaN	NaN	NaN
1797	2273	676	NaN	1983	NaN	NaN	NaN	NaN	NaN	3	1	5	5	9	16	1	1	NaN	9	624	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2822	2440	NaN	NaN	997	1745	NaN	NaN	NaN	1	3	41	25	10	16	0	1	NaN	7	NaN	NaN	NaN	693	NaN	NaN	NaN	NaN
1045	NaN	2148	1391	1689	NaN	NaN	NaN	NaN	NaN	3	1	79	15	11	16	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1096	2042	NaN	977	2635	NaN	NaN	NaN	NaN	NaN	3	0	2	2	12	16	1	1	NaN	271	7	940	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2260	NaN	NaN	NaN	1251	1647	NaN	1880	2801	0	5	40	24	13	16	0	1	NaN	336	NaN	NaN	NaN	999	NaN	NaN	737	NaN
NaN	1595	1327	2667	3016	3549	NaN	NaN	NaN	NaN	3	1	47	31	14	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1933	NaN	NaN	1834	1677	789	NaN	NaN	NaN	NaN	3	1	3	3	15	16	1	1	NaN	7	NaN	NaN	NaN	739	NaN	NaN	NaN	NaN
1593	995	1933	3203	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	16	16	2	1	NaN	308	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2987	1434	2507	2306	1923	NaN	NaN	NaN	NaN	NaN	3	1	80	16	17	16	2	1	NaN	305	NaN	NaN	844	7	NaN	NaN	NaN	NaN
NaN	394	2932	NaN	NaN	1491	2195	5299	2555	NaN	1	4	46	30	18	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2065	NaN	1078	NaN	2613	NaN	NaN	NaN	NaN	NaN	3	0	6	6	19	16	1	1	NaN	196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1243	2218	2872	2573	NaN	NaN	NaN	NaN	NaN	3	1	34	18	20	16	0	1	NaN	989	632	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2322	1208	972	1717	2150	NaN	NaN	NaN	NaN	NaN	3	0	76	12	21	16	2	1	NaN	239	765	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2532	587	NaN	1287	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	22	16	2	1	NaN	530	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	593	1702	2257	NaN	NaN	2950	2648	NaN	NaN	2	3	42	26	23	16	0	1	NaN	356	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	1723	2299	NaN	1332	NaN	NaN	NaN	NaN	2	2	48	32	24	16	0	1	NaN	263	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	422	1136	2321	NaN	2788	NaN	NaN	NaN	NaN	2	2	38	22	25	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	2312	574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	26	16	1	1	7	NaN	367	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	424	NaN	NaN	NaN	NaN	NaN	NaN	2109	NaN	0	5	43	27	27	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1849	NaN	NaN	NaN	1687	1530	NaN	NaN	1	4	45	29	28	16	0	1	NaN	340	7	NaN	NaN	NaN	NaN	941	NaN	NaN
2964	1386	2504	NaN	1821	NaN	NaN	NaN	NaN	NaN	3	0	7	7	29	16	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	478	1378	1803	2170	NaN	NaN	NaN	NaN	NaN	3	1	36	20	30	16	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2764	1717	NaN	2588	1358	3140	NaN	NaN	2	3	37	21	31	16	0	1	NaN	730	NaN	NaN	NaN	304	1295	NaN	NaN	NaN
1380	938	NaN	2070	1151	NaN	NaN	NaN	NaN	NaN	3	0	11	11	1	17	1	1	NaN	331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2797	1360	NaN	NaN	2602	782	1920	NaN	NaN	1	3	41	25	2	17	0	1	NaN	7	NaN	NaN	NaN	NaN	740	NaN	NaN	NaN
NaN	1381	2637	2349	1670	3072	NaN	NaN	NaN	NaN	3	1	16	16	3	17	1	1	NaN	518	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
2128	1058	1705	NaN	1917	NaN	NaN	NaN	NaN	NaN	3	0	12	12	4	17	1	1	NaN	331	NaN	668	NaN	NaN	NaN	NaN	NaN	NaN
NaN	923	NaN	NaN	NaN	1381	1782	1914	2367	NaN	0	5	43	27	5	17	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2214	2717	1007	NaN	2023	NaN	NaN	NaN	NaN	NaN	3	0	70	6	6	17	2	1	NaN	216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1047	NaN	NaN	NaN	1634	2547	NaN	2178	NaN	0	4	39	23	7	17	0	1	NaN	444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2812	884	1304	3483	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	8	17	2	1	7	838	313	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1252	998	NaN	NaN	1820	NaN	NaN	NaN	NaN	1	3	33	17	9	17	0	1	NaN	261	636	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2603	2168	NaN	1312	2864	1825	NaN	NaN	2	3	37	21	10	17	0	1	NaN	460	NaN	NaN	NaN	268	NaN	NaN	NaN	NaN
NaN	NaN	1014	NaN	NaN	2941	NaN	NaN	NaN	NaN	2	2	38	22	11	17	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1532	2366	NaN	NaN	1958	1077	NaN	NaN	NaN	1	4	46	30	12	17	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1234	1379	1658	1908	2991	NaN	NaN	NaN	NaN	3	1	34	18	13	17	0	1	NaN	992	263	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1575	1044	NaN	NaN	NaN	2337	NaN	NaN	NaN	NaN	3	1	72	8	14	17	2	1	340	673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1359	2098	2537	NaN	NaN	951	NaN	NaN	NaN	2	3	42	26	15	17	0	1	NaN	294	NaN	NaN	NaN	11	911	NaN	NaN	NaN
NaN	1662	1154	2007	NaN	1495	NaN	NaN	NaN	NaN	2	2	48	32	16	17	0	1	NaN	438	1079	NaN	NaN	279	NaN	NaN	NaN	NaN
1778	963	NaN	2132	1558	NaN	NaN	NaN	NaN	NaN	3	0	71	7	17	17	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2305	NaN	NaN	NaN	NaN	1762	1402	2752	1112	0	5	40	24	18	17	0	1	NaN	401	NaN	NaN	NaN	NaN	NaN	NaN	235	NaN
1200	440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	15	15	19	17	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1933	1754	NaN	NaN	1475	797	NaN	NaN	NaN	NaN	3	1	67	3	20	17	2	1	NaN	7	NaN	NaN	NaN	734	NaN	NaN	NaN	NaN
2106	1325	983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	21	17	2	1	NaN	7	800	NaN	NaN	527	NaN	NaN	NaN	NaN
NaN	1088	NaN	NaN	NaN	1914	NaN	NaN	2322	NaN	0	4	35	19	22	17	0	1	NaN	239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1357	2894	1193	3399	NaN	NaN	NaN	NaN	NaN	3	1	47	31	23	17	0	1	NaN	7	NaN	819	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	797	1377	2433	2774	NaN	NaN	NaN	NaN	3	1	36	20	24	17	0	1	NaN	7	736	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1325	974	1573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	25	17	1	1	NaN	397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	461	1265	NaN	NaN	2352	2091	NaN	1842	NaN	1	4	45	29	26	17	0	1	NaN	297	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1149	1577	808	NaN	2405	NaN	NaN	NaN	NaN	3	2	44	28	27	17	0	1	NaN	NaN	338	775	NaN	NaN	NaN	NaN	NaN	NaN
1176	NaN	1802	2083	NaN	NaN	NaN	NaN	NaN	NaN	3	1	65	1	28	17	2	1	967	667	NaN	NaN	277	NaN	NaN	NaN	NaN	NaN
NaN	438	NaN	2057	1872	2309	NaN	NaN	NaN	NaN	3	1	10	10	29	17	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1180	2179	NaN	NaN	1034	NaN	NaN	NaN	NaN	NaN	3	0	9	9	30	17	1	1	NaN	7	NaN	279	NaN	NaN	NaN	NaN	NaN	NaN
1060	2398	1557	2158	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	31	17	2	1	908	427	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
884	2146	NaN	1201	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	32	17	1	1	840	284	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
2129	731	NaN	1943	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	1	18	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2116	802	NaN	1651	1927	NaN	NaN	NaN	NaN	NaN	3	0	75	11	2	18	2	0	NaN	526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	476	2835	NaN	NaN	2385	NaN	NaN	2025	NaN	1	4	46	30	3	18	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	777	2299	1746	2708	2510	NaN	NaN	NaN	NaN	3	1	47	31	4	18	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
975	1138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	5	18	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1883	385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	73	9	6	18	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2074	809	NaN	1956	NaN	NaN	NaN	NaN	NaN	NaN	3	1	74	10	7	18	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	441	2550	2264	2719	NaN	NaN	NaN	NaN	NaN	3	1	36	20	8	18	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1543	1255	960	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	9	18	1	0	NaN	191	904	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1481	1197	1006	NaN	NaN	2429	NaN	NaN	NaN	2	2	38	22	10	18	0	0	NaN	7	NaN	941	NaN	NaN	NaN	NaN	NaN	NaN
1437	NaN	1016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	11	18	1	0	7	656	268	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	716	NaN	1918	2377	NaN	NaN	NaN	NaN	NaN	3	2	44	28	12	18	0	0	NaN	493	269	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	845	1054	NaN	NaN	1351	2237	NaN	2034	NaN	1	4	45	29	13	18	0	0	NaN	570	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1255	2736	2056	NaN	1530	1733	3036	NaN	NaN	2	3	37	21	14	18	0	0	NaN	424	938	613	NaN	202	NaN	NaN	NaN	NaN
2510	1443	2015	NaN	1696	2916	NaN	NaN	NaN	NaN	3	1	80	16	15	18	2	0	NaN	402	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1356	NaN	NaN	1685	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	16	18	1	0	NaN	7	845	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1094	892	NaN	1885	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	17	18	1	0	NaN	431	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1084	NaN	NaN	NaN	2613	1723	1944	2205	NaN	0	4	35	19	18	18	0	0	NaN	242	NaN	NaN	NaN	NaN	NaN	NaN	751	NaN
NaN	1070	1603	NaN	NaN	2057	1821	NaN	NaN	NaN	1	3	33	17	19	18	0	0	NaN	244	746	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2346	1341	NaN	1914	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	20	18	2	0	NaN	237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1591	1195	2940	NaN	NaN	2057	NaN	NaN	NaN	NaN	3	1	8	8	21	18	1	0	279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2240	1221	NaN	NaN	2031	NaN	NaN	NaN	NaN	NaN	3	0	7	7	22	18	1	0	739	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1271	2277	NaN	NaN	1465	NaN	NaN	NaN	2	2	48	32	23	18	0	0	NaN	414	1212	NaN	NaN	221	NaN	NaN	NaN	NaN
NaN	1297	NaN	NaN	NaN	1601	1872	2092	1013	NaN	0	5	43	27	24	18	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1020	NaN	NaN	1237	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	25	18	2	0	969	457	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
1633	2225	NaN	NaN	1166	1367	NaN	NaN	NaN	NaN	3	1	1	1	26	18	1	0	855	NaN	NaN	NaN	228	NaN	NaN	NaN	NaN	NaN
NaN	1246	NaN	NaN	NaN	2434	2193	NaN	1962	1010	0	5	40	24	27	18	0	0	NaN	268	NaN	NaN	NaN	NaN	NaN	NaN	667	NaN
1792	NaN	881	NaN	NaN	1231	NaN	NaN	NaN	NaN	3	1	78	14	28	18	2	0	NaN	256	856	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1022	1767	1960	NaN	1449	NaN	2316	NaN	NaN	2	3	42	26	29	18	0	0	NaN	475	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	1648	NaN	NaN	982	2052	1389	NaN	NaN	1	3	41	25	30	18	0	0	NaN	7	447	NaN	NaN	740	NaN	NaN	NaN	NaN
NaN	2354	NaN	NaN	NaN	929	1087	1359	NaN	NaN	0	4	39	23	31	18	0	0	NaN	NaN	NaN	NaN	NaN	899	NaN	254	450	NaN
NaN	NaN	1208	2749	2018	2605	NaN	NaN	NaN	NaN	3	1	34	18	32	18	0	0	NaN	479	1173	NaN	299	752	NaN	NaN	NaN	NaN
NaN	1365	NaN	NaN	NaN	3775	1118	3225	2939	NaN	0	4	35	19	1	19	0	1	NaN	7	NaN	NaN	NaN	NaN	1063	NaN	NaN	NaN
NaN	1175	1341	2812	NaN	2345	NaN	NaN	NaN	NaN	3	1	47	31	2	19	0	1	NaN	7	NaN	914	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1213	2029	2253	2912	2690	NaN	NaN	NaN	NaN	3	1	36	20	3	19	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2101	2945	NaN	2272	4214	860	NaN	NaN	2	3	42	26	4	19	0	1	NaN	NaN	258	NaN	NaN	7	NaN	NaN	NaN	NaN
1936	NaN	1146	2193	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	5	19	2	1	7	NaN	378	715	NaN	NaN	NaN	NaN	NaN	NaN
2755	1013	2623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	12	12	6	19	1	1	NaN	691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2478	1750	3370	2312	1186	2893	NaN	NaN	NaN	NaN	3	1	65	1	7	19	2	1	1091	NaN	227	NaN	436	NaN	NaN	NaN	NaN	NaN
1916	NaN	NaN	1637	1342	936	NaN	NaN	NaN	NaN	3	1	67	3	8	19	2	1	NaN	7	NaN	NaN	NaN	551	NaN	NaN	NaN	NaN
2383	1222	NaN	2601	NaN	NaN	NaN	NaN	NaN	NaN	3	0	71	7	9	19	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1778	1091	NaN	1526	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	10	19	1	1	919	299	751	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2095	925	1084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	11	19	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1213	2733	1483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	70	6	12	19	2	1	NaN	218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	898	2857	NaN	NaN	2551	1726	3566	3799	NaN	1	4	46	30	13	19	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2241	1704	NaN	NaN	828	NaN	NaN	NaN	NaN	NaN	3	0	11	11	14	19	1	1	510	NaN	NaN	NaN	689	NaN	NaN	NaN	NaN	NaN
1687	1200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	15	19	2	1	305	829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	1020	2552	2359	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	16	19	1	1	603	783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3744	1251	1862	2903	3526	NaN	NaN	NaN	NaN	3	1	34	18	17	19	0	1	NaN	329	1027	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1458	2285	NaN	NaN	1291	1943	NaN	NaN	NaN	2	2	48	32	18	19	0	1	NaN	368	NaN	NaN	NaN	1269	NaN	NaN	NaN	NaN
NaN	1325	924	NaN	NaN	2203	1569	2441	NaN	NaN	1	3	33	17	19	19	0	1	NaN	226	609	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	1017	1793	1241	1669	0	5	40	24	20	19	0	1	NaN	409	NaN	NaN	NaN	NaN	998	NaN	246	NaN
NaN	658	2246	NaN	NaN	3244	2936	2708	NaN	NaN	1	3	41	25	21	19	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	2293	2085	2477	987	1437	0	5	43	27	22	19	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	938	NaN
1872	NaN	NaN	912	1184	NaN	NaN	NaN	NaN	NaN	3	1	10	10	23	19	1	1	NaN	7	NaN	683	NaN	NaN	NaN	NaN	NaN	NaN
905	1853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	24	19	1	1	860	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1288	462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	15	15	25	19	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1045	1817	2214	NaN	2841	2480	NaN	NaN	NaN	2	2	38	22	26	19	0	1	NaN	7	683	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	661	2087	2599	2981	NaN	NaN	NaN	NaN	NaN	3	2	44	28	27	19	0	1	NaN	466	229	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	1690	NaN	2082	2879	NaN	0	4	39	23	28	19	0	1	NaN	NaN	NaN	NaN	NaN	755	NaN	NaN	NaN	NaN
3143	1283	2026	1745	2379	NaN	NaN	NaN	NaN	NaN	3	1	16	16	29	19	1	1	NaN	1044	851	554	NaN	7	NaN	NaN	NaN	NaN
NaN	1554	1819	1607	NaN	1262	3185	3564	NaN	NaN	2	3	37	21	30	19	0	1	NaN	433	NaN	NaN	NaN	255	NaN	NaN	NaN	NaN
1154	958	2532	1745	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	31	19	2	1	NaN	446	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	892	1051	NaN	NaN	3026	2561	NaN	NaN	NaN	1	4	45	29	32	19	0	1	NaN	641	7	NaN	NaN	323	NaN	NaN	NaN	NaN
NaN	1049	2164	NaN	NaN	NaN	2567	907	NaN	NaN	2	3	42	26	1	20	0	1	NaN	NaN	NaN	NaN	NaN	7	NaN	862	NaN	NaN
2403	1202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	7	7	2	20	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	909	2099	2726	2226	3511	NaN	NaN	NaN	NaN	3	1	36	20	3	20	0	1	NaN	7	NaN	NaN	NaN	435	NaN	NaN	NaN	NaN
NaN	2092	1635	2514	1139	NaN	NaN	NaN	NaN	NaN	3	1	34	18	4	20	0	1	NaN	321	NaN	NaN	1113	NaN	NaN	NaN	NaN	NaN
1760	922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	5	20	1	1	286	715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1121	NaN	NaN	NaN	3601	3426	3049	2637	NaN	0	4	35	19	6	20	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	745	NaN	NaN	NaN	2064	2358	2567	2985	NaN	0	5	43	27	7	20	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2213	964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	8	20	2	1	NaN	913	195	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1828	596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	9	20	1	1	NaN	307	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	845	3034	NaN	NaN	2347	1640	1324	2122	NaN	1	4	46	30	10	20	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2351	1030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	11	20	1	1	NaN	266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	451	NaN	2284	NaN	2799	2547	NaN	NaN	NaN	2	2	38	22	12	20	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	929	NaN	NaN	NaN	1863	2123	1662	2380	1395	0	5	40	24	13	20	0	1	NaN	305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1781	922	2364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	14	20	2	1	NaN	733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2265	940	NaN	1691	NaN	NaN	NaN	NaN	NaN	NaN	3	0	73	9	15	20	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	566	NaN	1812	NaN	NaN	NaN	NaN	NaN	NaN	3	1	74	10	16	20	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	871	1661	NaN	NaN	3482	2968	NaN	NaN	NaN	1	3	41	25	17	20	0	1	NaN	7	NaN	NaN	NaN	NaN	273	NaN	NaN	NaN
2566	949	NaN	NaN	NaN	3211	NaN	NaN	NaN	NaN	3	1	1	1	18	20	1	1	NaN	715	NaN	NaN	263	NaN	NaN	NaN	NaN	NaN
NaN	1055	NaN	1470	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	19	20	2	1	NaN	198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	20	20	2	1	NaN	741	NaN	313	NaN	NaN	NaN	NaN	NaN	NaN
